"Imported Companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"The Redpath Consultancy","Marketing Support services provided on a contract, retainer, interim, project and/or ad hoc basis to companies and other organisations of all types and size.","Advertising Services","2-10 employees","Self Owned","Woking, Surrey","United Kingdom","redpathconsult.com","https://www.linkedin.com/company/the-redpath-consultancy"
,"CMP Print","Our love for helping our clients produce great products is what drives us. Helping in all areas of production, printing, packaging and distribution of books, manuals and resources for the publishing, education, marketing and training markets.

See for yourselves at: www.youtube.com/watch?v=rv4N0FYRMF4

 
CMP are well positioned to meet all of your requirements, with particular emphasis on the provision of uninterrupted workflow, a totally dedicated team and demonstrable service levels of the very highest order. From a commercial perspective, our proposition is reinforced through our proven stability along with the capacity to support your current and future digital print demands.

We are a highly skilled team who all work with the singular goal of moving our business forwards through delivering exceptional customer service. Consequently, our core team not only offer in excess of 90 years pre-press, print and bindery experience, but have also supported the evolution of business streams for many of our key clients, enabling CMP to continue to service those client requirements  as  well as those of prospective clients.

We position ourselves as an extension of our clients own businesses, and are proud that those clients regard us as a partner as opposed to an arms-length external supplier; we take great pride in providing a personal service, tailored to each of our valued clients.","Printing Services","11-50 employees","Public Company","Poole, Dorset","United Kingdom","cmp-uk.com","https://www.linkedin.com/company/cmp-print-solutions"
,"Power Up Marketing","Power Up Marketing are a specialist group providing practical solutions for small-medium sized businesses. We take the time to understand what makes your business special and create campaigns that leave a lasting impact. 

How effective is your current marketing at putting your name in front of potential customers? Does your activity generate leads and how many are converted to sales? Power Up Marketing supports businesses to generate profitable growth through tried and tested means.

Ask us how we can Power Up your marketing.","Advertising Services","2-10 employees","Privately Held","Manchester, Greater Manchester","United Kingdom","beechmarketingonline.com","https://www.linkedin.com/company/powerupmarketingltd"
,"Attract","Elevate Your Business & Stand Out From the Competition With Our Tailored Marketing Strategies. Representing You, Online","Marketing Services","2-10 employees","Partnership","Northampton","United Kingdom",,"https://www.linkedin.com/company/attractmanagement"
,"23 Telecom LTD","At 23 Telecom were all about providing foundations for clients to build relationships with their customers and produce solid outcomes for their businesses and services. Our products shall instantly improve communication with Your clients through SMS, email and messaging apps. Our professional team ensures  your experience with us will be pleasurable on all stages. Doesnt mater, its 24/7 support, installation or trainings, we will always be there to turn on Your product to work on the highest level. We provide A-Z coverage SMS provider for Enterprise and WholeSale customers.  If You are looking for a strategic mobile marketing partner who can implement A-Z coverage by Your decision, aligned and effective campaigns and provide 24/7 technical support, 23 Telecom is the one who should be contacted by You right now!","Telecommunications","201-500 employees","Privately Held","London, England","United Kingdom","23telecom.co.uk","https://www.linkedin.com/company/23-telecom"
,"Accelerator Hosted IT Solutions","Accelerator is a specialist company that provides carrier grade information technology and telecommunication solutions to companies large and small across the United Kingdom and further afield. 

For our Clients, which include Colliers International, Knight Frank, Lambert Smith Hampton, Countrywide, FCUK and even small flower shops and individual home workers, we take the hassle out of computing by implementing a utility-like business model that adopts and grows with their business. Through this we are able to deliver high quality IT and telephony platforms that provide significant cost savings over the service lifecycle.

We offer a full set of hosted services which include; Email, Web Services , VoIP based Telephony Systems, CRM, Network Cabling, Backup and Archiving solutions and even a range of office furniture those people that want a true one stop shop. Our key differentiator is the quality of our service offering; from the initial configuration and sale, through to the installation and the provision of an on-going service. 

Accelerator prides itself on delivering high quality solutions that enable our customers to focus on their business, whilst we look after their IT requirements. All of our solutions are fully scalable from just a few users through to the demands of a multinational company.","Information Technology and Services","2-10 employees","Privately Held","Winchester, Hampshire","United Kingdom","accsimple.com","https://www.linkedin.com/company/accelerator-hosted-it-solutions"
,"The Email Factory","Whether you are looking to build a single email, an automated template, or an entire email journey, The Email Factory is the go-to destination for all your email production and deployment needs. We specialise in designing and coding email templates that are responsive and optimised for mobile, and tested across 50 email clients and devices to ensure maximum effectiveness. All our emails are hand-coded and tested. Turnaround time of 24 hours or less  no problem. You can trust us to take your email marketing to the next level. Get in touch with us today to get started!

All our team are UK based be it Management or Sales but more importantly, Support, Design, Development, and Campaign Management.","Technology, Information and Internet","11-50 employees","Privately Held","Edinburgh","United Kingdom","emailfactory.ch","https://www.linkedin.com/company/the-email-factory"
,"AGG SMART - Concrete and Aggregate Shipping System","AGG SMART is a paperless shipping system developed specifically for the concrete and aggregate sectors. It is a complete ""end to end"" solution, managing everything from customers, to quotes, to job planning, to delivery tracking, to invoicing and reporting.

The system has been developed to help you run your operation more efficiently, to save time, and to save cost through the elimination of human error and additional staff.","Construction","2-10 employees","Public Company","Leicester, Leicestershire","United Kingdom","aggsmart.co.uk","https://www.linkedin.com/company/agg-smart"
,"HB Products Limited","HB Products Limited is a leading Multi Website, Multi-Channel e-commerce company serving a global customer base with homewares, electronics, pet supplies, nutrition, baby products, health & beauty and gifts.
We also provide the SME Market with Product Sourcing, Warehouse Storage, Pick, Pack & Order Fulfillment Logistic Solutions.","Retail","11-50 employees","Privately Held","Ormskirk, Lancashire","United Kingdom","hbproducts.net","https://www.linkedin.com/company/hb-products-limited"
,"Slam Marketing UK","A full-service Marketing agency that aims to provide unique and clever solutions to meet your businesss needs. From business digitization to social media managing we have a range of services available to help you meet all your marketing needs.","Advertising Services","11-50 employees","Partnership","South Woodham Ferrers, England","United Kingdom","slammarketing.co.uk","https://www.linkedin.com/company/slam-marketing-uk"
,"Radar Communications Ltd","Radar is a technology led, full service agency providing marketing and business development services for companies operating in the built environment. Working exclusively in this sector, our in-depth knowledge of products, manufacturing processes and management systems gives us a complete and unparalleled understanding of our clients business and technology.","Advertising Services","11-50 employees","Public Company","Shrewsbury, England","United Kingdom","radar-communications.co.uk","https://www.linkedin.com/company/radar-communications-ltd"
,"Sophie Jones Social","We are a marketing agency that works with small businesses in Edinburgh and beyond. We offer a personalised, helpful and intuitive approach to your marketing. Through our services, we offer practical marketing assistance that will give your business the opportunity to grow both in audience size and sales.","Advertising Services","2-10 employees","Self Owned","Edinburgh","United Kingdom","sophiejonessocial.com","https://www.linkedin.com/company/sophie-jones-social"
,"Nice Telecom","At Nice Telecom we pride ourselves on providing all of our customers with a quality service and excellent customer care at cost competitive prices.
We can offer you the complete solution to all your telecom needs to both business and residential customers.
With over 24 years experience in the telecoms industry you are in safe hands and we wont let you down.
Our services include:-
	Supply and Installation of Business Telephone Systems
	Hosted Telephone Solutions
	Telephone System Maintenance & Support
	Independent Telecoms Advice 
	Residential, Extra Sockets, Wiring & Broadband Faults Fixed.
	Data Cabling
	Relocation Packages, New Line Provision & Relocate Existing Equipment 
	Lines and Call Packages, Non Geographical Numbers (0800 & 0845 & 0370) 
	Event Planning & Networking 

Hosted Telephony
Move your phone system into the cloud
Great for growing businesses.
Cloud telephony provides a complete communications service for businesses of all sizes which is completely flexible and scalable. Cloud telephony gives you a rich set of features without having to buy a phone system or extra phone lines and is designed for easy use, management and set up.
Enhance the way your business communicates with enterprise grade voice, conferencing, mobile apps, call handling and BYOD capability. You can integrate offices and mobile workers regardless of geographical locations with your one system and receive one convenient monthly bill.
Save up to 60% on your monthly telecom expenses with all-inclusive pricing.","Telecommunications","2-10 employees","Self Employed","Wigan, England","United Kingdom","nice-telecom.net","https://www.linkedin.com/company/nice-telecom"
,"Bigfoot Networks Ltd","Bigfoot Networks are a rapidly growing Managed IT Services provider with a difference. In keeping with our core values we are reliable, agile and innovative. This means building end-to-end managed service solutions that are tailored to your specific business requirements.

Through our range of IT Solutions and Services our goal is simply to enable you to make the best use of IT in your business within available budgets. We take the best parts of the processes and technologies deployed by the larger IT Companies and then deliver them with people who genuinely care.

Here are some reasons clients choose Bigfoot Networks Ltd:

1. We offer professionalism on a personal level.

We've used Bigfoot for years to service our company and have never had an issue or been let down. They have a fantastic response time and provide a full thorough service.""
- Becca Dunnage, Commercial and Industrial Interiors Ltd 

 2. We provide quality solutions in an effective time frame. 

Bigfoot are always happy to provide guidance and support regardless of how big or small the challenge we present. Their skills, depth of knowledge and attention to detail add genuine value to our business and have helped us start trading and grow.  
- Steve McNichol, Cloud Gate Coffee  

3. We source and assemble any needed equipment.  

Bigfoot Networks have seamlessly sorted my working from home, providing all the software and support that I needed. Their input was very professional, and it was all dealt with in a timely manner. 
- Steven Little, Commercial and Industrial Interiors Ltd 

4. We build trust with our customers through consistently meeting their expectations.  

I rely on Bigfoot Networks to ensure our IT infrastructure runs smoothly. They take ownership of any issues we have and react quickly. I feel assured knowing I have them on hand to offer advice or support.""
-Alan Trotter, Omnia Business Centres","IT Services and IT Consulting","11-50 employees","Privately Held","Newcastle Upon Tyne, England","United Kingdom","bigfootnetworks.co.uk","https://www.linkedin.com/company/bigfoot-networks-ltd"
,"Lollitap","Lollitap is an evolving performance ad network, constantly developing with the affiliate-marketing industry to provide you with the most essential ad-tech solutions on pay per results basis.

We offer an access to high quality traffic all around the globe with an excellent customer support from our dedicated team. We consider every ad campaign independently as each business is unique and requires individual approach. 

We put all our creativity and experience into our work in order to achieve the highest possible results for our clients. Be confident that with us your ad will be at the customers fingertips with the right message, on the right device, at the right time. 

Our mission is your prosperity.","Advertising Services","11-50 employees","Privately Held","Edinburgh, Scotland","United Kingdom","lollitap.com","https://www.linkedin.com/company/lollitap"
,"Ariz Media","Ariz Media helps Professional Service businesses generate leads and close more deals with A.R.I.Z. Digital Marketing Acquisition System.

For your free Marketing Assessment visit our website or contact us at hello@arizmedia.com","Advertising Services","2-10 employees","Privately Held","London, London","United Kingdom","arizmedia.com","https://www.linkedin.com/company/arizmediaglobal"
,"Miloy","MiLoy is a SaaS (Software as a Service) company that provides digitalized bonus system solution and personalized marketing tools for MSMEs that target to achieve loyal customers.","Marketing Services","2-10 employees","Privately Held","London","United Kingdom","miloyapp.com","https://www.linkedin.com/company/miloyapp"
,"PCS LOGISTICS LIMITED","PCS Logistics have over 30 years experience in the transport industry and operate our logistic service in the Buckinghamshire, Hertfordshire, Bedfordshire and Berkshire areas. 
To us, each customer is an individual in their own right and that is why we treat them as such. 
We offer a comprehensive range of services from Same Day logistics, International deliveries to Overnights 24 hours a day and 365 days a year. We are committed to consistently providing a service of the highest possible standard to satisfy our customers expectations.","Truck Transportation","51-200 employees","Privately Held","Long Marston, Hertfordshire","United Kingdom","pcs-logistics.co.uk","https://www.linkedin.com/company/pcs-logistics-limited"
,"SolRegem Transport","At SolRegem Transport, Shipments delivered on time with no hassle.
As a smaller trucking company we know that to be competitive we must offer a service that is superior to other companies.
SolRegem Transport hire professional and experienced drivers and communicating with our drivers on a daily one-on-one basis.
SolRegem Transport,  provides several types of transportation services to meet our clients needs, if you have a well established route of customers with multiple loads to deliver in multiple locations, we aim to provide the best service the transportation industry has to offer, JUST CONTACT US!!!","Truck Transportation","2-10 employees","Privately Held","BRIDGEND, Wales","United Kingdom",,"https://www.linkedin.com/company/solregem-transport"
,"ipayBTC","Send & Receive Bitcoin
+ Value Added Services","Blockchain Services","2-10 employees","Privately Held","Delaware ","United Kingdom","ipaybtc.app","https://www.linkedin.com/company/ipaybtc"
,"Barnes Smart Solutions","Barnes Smart Solutions provides a powerful and mature set of tools, enabling card issuers to prepare data for personalisation of smart cards for use in a wide range of applications, both financial and non-financial.  The principal components of our issuance solution can be combined in several ways to satisfy the needs of both complete in-house card issuance and in-house data preparation only services.  The components also integrate readily with card issuers legacy card management systems (CMS) and with personalisation systems that drive the printing (or loading) of such information onto smart cards.","IT Services and IT Consulting","11-50 employees","Privately Held","Hampshire","United Kingdom","barnessmart.com","https://www.linkedin.com/company/barnes-smart-solutions"
,"Moxie Marketing","Moxie offers a complete range of marketing services, putting your customers at the heart of everything we do.

Aligned with your business objectives, we specialise in nurturing your existing customers and reaching out to new ones, delivering measurable results, increased sales, and greater brand awareness.

We can support you with Marketing Strategy, Social Media Management, Campaign Planning & Execution, Brand Development, Digital Advertising, Web Design plus much more!

Our business is driven to help yours thrive. Whether you're working with a shoestring budget or have big plans with the budgets to match, give your marketing some Moxie and contact us today.","Advertising Services","Self-employed","Public Company","Thorpe le Soken","United Kingdom","moxiemarketing.uk","https://www.linkedin.com/company/moxie-marketinguk"
,"Mail and Print","Here at Mail and Print, we combine decades of industry experience with the latest technology to provide you with fast turnaround on all projects, advice on where your costs can be reduced and how your return on investment can be maximised. 

We support your business by providing a wide range of direct mail and printing services from initial design through to dispatch and postage discounts. We also regularly produce highly personalised campaigns in large quantities so that your campaign can be unique to you as well as specific to your intended recipient, engaging them effectively. 

Our HQ in Wiltshire is fully equipped with the latest printing and mailing technology which allows us to fulfil orders from a single item to over 2 million. We provide design services, data processing and cleansing, print management and quality control and direct mail services from personalisation to insertion and dispatch.","Postal Services","11-50 employees","Privately Held","Salisbury, Wiltshire","United Kingdom","mailandprint.co.uk","https://www.linkedin.com/company/mail-and-print-a-division-of-printing-data-ltd"
,"Think Worldwide Ltd","The team at Think Worldwide are committed to providing a complete, professional and reliable range of delivery options to cater for todays business environment.

We pride ourselves  in dealing with all aspects of the domestic and international shipping market whether the shipments are large or small anywhere around the globe on a next day, sameday or on an import or export basis.

We are 100% committed to customer service with a focused in house team, an online booking system that keeps you in control of your shipments and a dedication to always go the extra mile.

Collections are booked on line and all shipments are fully trackable  coupled with a comprehensive feedback programme giving you complete peace of mind that your shipments have been delivered successfully. Proof of deliveries are all  accessed on our website  and informed to our customers by an automatic email

We operate a very competitive  pricing structure for all of our services.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Public Company","Eastleigh, Hampshire","United Kingdom","thinkww.com","https://www.linkedin.com/company/think-worldwide-ltd"
,"RANE Digital Marketing Agency","Rane Digital Marketing is a full service digital marketing agency that takes the time to understand your business and create a strategy to accomplish your commercial objectives.  Our Business is built on trust, reliability and the passion to do a job tasked to us to the best of our ability on time and above our customers expectations.","Advertising Services","11-50 employees","Partnership","Banbridge, Co. Down","United Kingdom","makeitrane.com","https://www.linkedin.com/company/rane-digital-marketing-agency"
,"Orange Express","Orange Express is a UK and International Courier & Freight Forwarding company offering a first class service at a competitive price. We take the best services on offer from all the major carriers and airlines, then package that together with a personal and flexible approach to suit our client's requirements.

Whatever your transportation requirements, Orange Express provides a comprehensive range of products backed up with excellent customer care. 

With over 30 years experience in the logistics industry, we recognise that no two client's needs are the same and our fully trained operations staff have extensive knowledge to provide the solutions for your transportation requirements. 

We offer the same quality service to all our customers, however large or small.","Consumer Services","2-10 employees","Privately Held","Ashford, Kent","United Kingdom","orangeexpress.fi","https://www.linkedin.com/company/orange-express"
,"huumun","We transform dry, dense information into imaginative, impactful assets. 
We create clear, compelling content for you to deploy anywhere in your omnichannel ecosystem.
Simple, powerful, persuasive.
Give yourselves a digital edge, with a huumun touch.","Marketing Services","51-200 employees","Privately Held","Richmond, Surrey","United Kingdom","huumun.uk","https://www.linkedin.com/company/huumun"
,"Total SMS","Total SMS is part of the Mediatel Group, which has been in business for almost 30 years.

We focus on offering SMS services such as Bulk, SMS Billing and SMS Wholesale.","Telecommunications","51-200 employees","Privately Held","London","United Kingdom","total-sms.com","https://www.linkedin.com/company/total-sms"
,"Your Business Voice","UK Based Telephone Answering and Call Handling Services for all sizes and types of business. 

Our services are built to help all businesses give an excellent omnichannel customer experience.

Calls are answered by our friendly and helpful team, presenting a professional, personal image for your company.

We can take messages, process orders, send catalogues, manage diary bookings and more! We then relay the information to you by email, fax, SMS or direct links with your website or internal systems, whatever suits you best.

Require a more specialised service? Don't worry, we can build one for you.

Visit our website to find out more about how we can become your business' voice.","Telecommunications","11-50 employees","Privately Held","Shipley, West Yorkshire","United Kingdom","yourbusinessvoice.co.uk","https://www.linkedin.com/company/yourbusinessvoice"
,"LDM UK","We create and implement the highest quality leaflet drop service in the UK. Using our knowledge and experience, we provide a hassle-free direct marketing experience so that your clients only ever receive a service they can rely on & actually see tangible results.","Advertising Services","11-50 employees","Public Company","Manchester, England","United Kingdom","ldmuk.co.uk","https://www.linkedin.com/company/ldm-uk"
,"Content Growth","We help software and content businesses get more qualified traffic and revenue through conversion-focused SEO and content marketing.","Marketing Services","2-10 employees","Privately Held","London, England","United Kingdom","contentgrowth.com","https://www.linkedin.com/company/content-growers"
,"CE3 Enterprises CIC","Working across 4 key pillars, Education, Employment, Enterprise and Community we offer a range of products and services to support personal and professional development.

Learning new skills, building successful lasting relationships and achieving goals.","Education Administration Programs","2-10 employees","Non Profit","Liverpool, Merseyside","United Kingdom","ce3.org.uk","https://www.linkedin.com/company/new-business-development-club"
,"RMTSGlobal - Responsive Media Tech Services - UK","With more than 500 years of combined industry experience, our team offers a suite of services including ad campaign trafficking, campaign delivery management, report creation and analysis, consultation and optimisation, QA, ad network setup and monitoring, programmatic buying, programmatic campaign setup and management, network setup to workflow consultation, troubleshooting, ad server migration, campaign yield management, order management system and more.

In addition, we take care of the reporting tasks such as inventory checks, reports and queries, billing and reconciliation and offer a user-friendly reporting dashboard.

Our team is proficient and well-versed in all of the leading ad server platforms including: DFP Premium, DCM, Ad Exchange, DFP Audience Optimisation, Sales Manager, Sizmek, Atlas, OAS, OpenX etc.","Online Audio and Video Media","201-500 employees","Privately Held","London, England","United Kingdom","responsivemts.co.uk","https://www.linkedin.com/company/rmtsglobal-uk"
,"Panther Business IT Services Ltd","Panther Business IT Services Ltd offers managed IT services and IT support for businesses.

Our focus is on providing services and solutions which simply work as intended, and minimising the need for day to day IT support for our clients.

We only partner with the most reliable technology providers, so we can proudly offer free support for all our IT services.

Our core services are:

Cloud Storage & Team Productivity Tools
Security Software & Protection
Monitored Backup & Recovery Systems
Microsoft Exchange Email Hosting & Office Apps
Website Hosting

Panther also sells PCs, network equipment, peripherals and other IT hardware at competitive prices.","IT Services and IT Consulting","2-10 employees","Privately Held","Englefield Green, Surrey","United Kingdom","pantherbusiness.com","https://www.linkedin.com/company/panther-business-it-services-ltd"
,"Telu","Telu is the complete business solution for generating leads and revenue for your business.

We are a fully functioning B2B and B2C telemarketing company, offering a full service to our partners.

Anything from Appointment setting, Lead Generation, Customer Service, Direct Selling, Market Research, Account Management, inbound call handling.

Our team are trained to the highest standard. They come from all over the world, giving us strong international capabilities.

We create partnerships at Telu, our success is your success.","Marketing Services","51-200 employees","Public Company","Harrogate, North Yorkshire","United Kingdom","telu.co","https://www.linkedin.com/company/telu-group-ltd"
,"The Industry Emporium Ltd","We are a marketing consultancy company offering a wide range of services to international businesses, primarily in the Middle East. We offer integrated marketing communication services that enable a unified and customer-focused approach to messaging across all channels.","Advertising Services","2-10 employees","Privately Held",,"United Kingdom","theindustryemporium.com","https://www.linkedin.com/company/the-industry-emporium-ltd"
,"Connexus Cloud","Providing world-class technology solutions and exceptional service levels to businesses who require secure, scalable and cost-effect IT & Communications platforms.","IT Services and IT Consulting","2-10 employees","Privately Held","St. Albans, Hertfordshire","United Kingdom","connexus.cloud","https://www.linkedin.com/company/connexus-cloud"
,"Evolve Marketing Ltd","Google partner marketing agency helping professional service and manufacturing organisations achieve their marketing objectives. 

Our expert team based near Towcester in Northamptonshire delivers results for B2B clients across the East Midlands and South-East of England in the Manufacturing, IT, HR, Financial and Professional services sectors.

Since 2006 we've helped SMEs get the most from their marketing spend on a project and retained basis. Our outsourced marketing support packages can combine email management, Google PPC management, content creation, website updating, remarketing and social media management.

Services include: branding, email marketing, website development, Google Ads, content creation, social media, audits, and marketing planning.","Advertising Services","2-10 employees","Privately Held","Towcester, Northamptonshire","United Kingdom","evolve-marketing.co.uk","https://www.linkedin.com/company/evolve-marketing-ltd"
,"CMCS (Critical Mail Continuity Services)","The team at CMCS is passionate about providing you with the best possible service to ensure your business will continue running no matter what unexpected issues may arise.

We offer business recovery and continuity services, wide-ranging IT support including hardware redundancy, data backup and powerful software tools, and personal consultancy to ensure you find the exact support your business needs.","Printing Services","11-50 employees","Privately Held","Worcester","United Kingdom","cmcsdr.com","https://www.linkedin.com/company/cmcs-disaster-recovery"
,"Shurq","Shurq is an online advertising PPC service for Amazon sellers. We accelerate growth by managing your account with the help of our proprietary google sheet based software.","IT Services and IT Consulting","2-10 employees","Self Employed","London","United Kingdom","shurq.com","https://www.linkedin.com/company/shurq"
,"Belu Media","Our mission is to connect audiences with brands by developing media emotions. We do this by serving the communication of meaning; we create long-lasting, emotional connections through creative, immersive experiences that are tailored to online sensibilities. 

We offer the following services: 
Business Development Strategy
Media & Creative 
Marketing","Advertising Services","11-50 employees","Privately Held","London","United Kingdom","belumedia.com","https://www.linkedin.com/company/belu-media"
,"Keys Marketing","At Keys Marketing, we specialise in marketing for small B2B businesses. With over eight years experience, we act as an extension of your team and work with you to create bespoke packages based on your specific objectives, needs and budget - helping small businesses get big results.","Marketing Services","2-10 employees","Privately Held","Warrington","United Kingdom","keysmarketing.co.uk","https://www.linkedin.com/company/keysmarketing-uk"
,"Making Websites Better","MWB is a website performance agency focused on helping businesses to reach their online potential through bespoke brochure/e-commerce websites & digital marketing campaigns.","Marketing Services","11-50 employees","Privately Held","Ware, England","United Kingdom","makingwebsitesbetter.com","https://www.linkedin.com/company/makingwebsitesbetter"
,"ITA Agent","We are a full-service ecommerce agency that specializes in providing top-quality services to businesses of all sizes. We believe that success is achieved through collaboration, creativity, and hard work. Our goal is to help our clients achieve their goals and reach their full potential by providing them with the tools and support they need to succeed.","Human Resources Services","2-10 employees","Self Owned","Stretford, Manchester","United Kingdom","itaagent.com","https://www.linkedin.com/company/itaagent"
,"Vortex Logistics","Vortex Logistics is a professional transport company specialising in UK transport movements. 
Whether you require a dedicated courier service or haulage loads, we are confident we can help with your enquiry!

The mission of Vortex Logistics is to provide the highest quality logistics and distribution services in an ever-changing transport environment. 

Our experience is your advantage.","Transportation, Logistics, Supply Chain and Storage","2-10 employees","Privately Held","Cannock, Staffordshire","United Kingdom","vortexlogistics.co.uk","https://www.linkedin.com/company/vortex-logistics-ltd"
,"Manage My Moves","Manage My Moves is a software company that is focused on delivering excellence in the removals industry providing a fully custom CRM system that focuses on helping companies manage their moves. 

In addition to our CRM system, we offer WhatsApp automation services, enabling businesses to enhance their sales and conversions, even during their out of hours periods!","Consumer Services","11-50 employees","Privately Held","GRAYS","United Kingdom","managemymoves.com","https://www.linkedin.com/company/manage-my-moves"
,"GEM Worldwide Ltd","Founded in 2003 GEM Worldwide Ltd (GEM) provide a range of Global & UK Express & Mail delivery services and a range of bespoke: desk to desk archive services, fulfillment and pick pack shipping options to the business community.

GEM are specialists in delivering distance learning programs to students and academic centres worldwide.

Through their customer service and operation functions GEM emphasis heavily in offering a balanced, transparent and proactive customer service with a consistent and high standard for on time delivery.

Working this way GEM provides a flexible, informative, helpful, friendly and easy to use approach for customers.

Some of our key services include;

 Worldwide Express
 Import Express
 GEMPost 
 UK Express
 Time Definite
 Worldwide Saver
 Pick Pack & Distribution
 Record Management

Our commitment to quality has made GEM Worldwide very quickly a leading independent International express company particularly in the Higher Education Sector in delivering distance learning programmes to students and academic centres worldwide.. 

GEM Worldwide operates 24 hours every day from its UK  Distribution Centre at  Heathrow Airport. and GEM [Singapore Branch] Distribution Centre located at Changi Airport .","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Colnbrook, Berkshire","United Kingdom","gemworldwide.com","https://www.linkedin.com/company/gem-worldwide-ltd"
,"AtWrk LTD","AtWrk provide a SaaS(Software as a Service) modular platform for business automation and process management. 

As well us underpinning a number of successful field service applications with over 200'000 work orders processed in the last year, the AtWrk platform provides the backbone for ServiceAtWrk our Field Service Management solution for startup to medium sized companies.

Why use many apps or paper when ServiceAtWrk has these features ?
 - Instant office to worker communication.
 - Work Order Tracking
 - Work Order Templates, solidify consistent practices.
 - eForms, replace all paper forms with dynamic forms for data collection.
 - Exception management and alerting.
 - Accounts and other 3rd party data integration options.
 - Simple monthly SaaS cost per user.

AtWrk provide consultancy services to companies looking to launch SaaS business platforms and can provide a straightforward bootstrap to very quickly launch largely dispersed workforces with common field process, form completion and consistent data collection.

AtWrk's Training team provide instructor led training on all aspects of the AtWrk platform and the ServiceAtWrk field service modules, look out for a introduction session on LinkedIn to find out more about AtWrk training and certification.","Information Technology and Services","2-10 employees","Privately Held","London, England","United Kingdom","atwrk.io","https://www.linkedin.com/company/atwrk-ltd"
,"TrellisWorks Ltd","TRELLISWORKS

We offer a complete range of technology products and services to large, multi-site companies and public organisations across the UK.

This covers installations and services for Mobile Communications and Connectivity, traditional and internet-enabled IP-CCTV solutions (Including add-ons like ANPR, Time Lapse and many other capabilities), High-Speed Wireless MDR solutions, IoT & 5G product installation and enhancements.

Also, our expertise in the creation of stable and efficient WAN and LAN systems means we are ideally suited for creating bespoke solutions tailored to specific requirements.

For more information on any of the services we offer, or to discuss a project you are considering, please contact a member of our team.

To get a better understanding of what we can do for you, please visit our website: www.trellisworks.co.uk.","Telecommunications","11-50 employees","Public Company","Newbury, BERKSHIRE","United Kingdom","trellisworks.co.uk","https://www.linkedin.com/company/trellisworks-ltd"
,"Dani Digital","We receive 67 MILLION impressions for clients every MONTH 

Marketing that 𝙖𝙘𝙩𝙪𝙖𝙡𝙡𝙮 gets results 

(that's it... that's the tea)","Marketing Services","2-10 employees","Public Company","London","United Kingdom","danidigitals.com","https://www.linkedin.com/company/dani-digital"
,"LOGISTICS AND TRANSPORT SERVICES LIMITED","Transport Services & Logistics Ltd (TSL) is a dedicated team of freight forwarding and logistics professionals who believe the key to success is to always work with our customers to make their freight, transport and logistics as seamless as possible for them.","Motor Vehicle Manufacturing",,,"LUTON, BEDFORDSHIRE","United Kingdom","tslnz.com","https://www.linkedin.com/company/logistics-and-transport-services-limited"
,"Parcel SafePlace","The only parcel logistics solution designed for large residential properties.

With Parcel SafePlace, couriers deliver parcels to a secure room, ready for residents to collect at their convenience. Remove staff from the parcel handling process so they focus on more important tasks.","Real Estate","2-10 employees","Privately Held","Halesworth, Suffolk","United Kingdom","parcelsafeplace.com","https://www.linkedin.com/company/parcel-safeplace"
,"bycaboy - Human Powered Logistics","Bespoke collection/courier service for London.

Using a traditional method of delivering your parcels you can have a peace of mind knowing that your consignment will arrive safely and quickly.

We are a small company and we understand the value of service in a world of automated madness, so we can taylor our services to deliver an impecable experience.","Transportation, Logistics, Supply Chain and Storage","2-10 employees","Self Employed",,"United Kingdom","bycaboy.com","https://www.linkedin.com/company/bycaboy---human-powered-logistics"
,"SmartConsign - Carrier Management Software. Multi-Carrier Solution for eCommerce.","SmartConsign is a multi-carrier management system that brings together retailers, distribution warehouses, resellers and carriers to simplify the entire parcel shipping process and provide seamless carriage management.

SmartConsign RapidX, is a new application that addresses many of the most common problems subscription-based retailers experience when batch processing high order volumes within a limited timescale. The application imports faster than any other CMS system.

Our shipping logistics software is 100% web based all you need to get started is a web browser and for printing labels a printer. It easily integrates with e-commerce platforms and ERP/SOP/WMS applications. And for maximum cost efficiencies, weve added a Financial Management functionality which calculates real-time costs and processes invoices.

""Rapid label production and consignment creation in under 4 seconds... recently tested and verified"" See for yourself book a demo!

SmartConsign all in one solution offers real-time operational management information, global address look up and built in multi-region and multi-currency support.

We are fully integrated on major ecommerce platforms like eBay, AMAZON, Veeqo and Linnworks. From these platforms we receive the data feed and produce shipping labels, dynamically allocate carrier and complete other functions all in one place. 

Services include: Disaster Recovery Plan, Pre-Pay, Same Day Booking Portal, Smart Invoice Inspector, SmartConsign App, SmartConsign RapidX

To see how SmartConsign works book a demo simply email sales@smartconsign.io","Transportation, Logistics, Supply Chain and Storage","2-10 employees","Privately Held","Manchester, Greater Manchester","United Kingdom","smartconsign.io","https://www.linkedin.com/company/smartconsign"
